Incident Number,Short Description,Description,Category,Subcategory,Priority,State,Assigned To,Created Date,Resolution Notes,Affected Upstream,Affected Downstream,Connectivity Information
INC1000093,"

received from: pgeknaxy.usokqprd@gmail.com

hello team,

i can not log on erp with my password.

could you help me for this issue?

","

received from: pgeknaxy.usokqprd@gmail.com

hello team,

i can not log on erp with my password.

could you help me for this issue?

",Database,Timeout,Low,Closed,Sara Morales,2024-12-03,Price visit successful campaign indeed child.,Authentication Server,Mobile App,Complete network outage
INC1000094,"it notices on the hub do not expire on the scheduled expiry date. 
this notice should have expired on 10-10 but is still actively displayed today: 
this notice should've expired on 10/7 - 

please review other notices as well

","it notices on the hub do not expire on the scheduled expiry date. 
this notice should have expired on 10-10 but is still actively displayed today: 
this notice should've expired on 10/7 - 

please review other notices as well

",Security,Unauthorized Access,Critical,Closed,Ms. Cheryl Adams PhD,2024-04-16,Hundred huge language here building.,API Gateway,Mobile App,No connectivity issues detected.
INC1000095,"

received from: bqapjkcl.ljeakcqf@gmail.com

please reset my password in erp-engineering tool.

dipl.-ing.(ba) bqapjkcl ljeakcqf
bqapjkcl.ljeakcqf@gmail.com<mailto:bqapjkcl.ljeakcqf@gmail.com>


company shared services gmbh
managing directors/geschÃ¤ftsfÃ¼hrer: phvkowml azbtkqwx, naruedlk mpvhakdq
","

received from: bqapjkcl.ljeakcqf@gmail.com

please reset my password in erp-engineering tool.

dipl.-ing.(ba) bqapjkcl ljeakcqf
bqapjkcl.ljeakcqf@gmail.com<mailto:bqapjkcl.ljeakcqf@gmail.com>


company shared services gmbh
managing directors/geschÃ¤ftsfÃ¼hrer: phvkowml azbtkqwx, naruedlk mpvhakdq
",Database,Performance,Critical,New,Anthony Romero,2024-12-07,Discover science black onto turn throughout western.,Messaging Queue,Frontend Portal,Packet loss detected
INC1000096,"zpress does not save data for material 6777375, pl. check for order no 115697658","zpress does not save data for material 6777375, pl. check for order no 115697658",Database,Connection Issue,Low,In Progress,Mary Mills,2025-02-02,Positive generation relate beyond.,Database Cluster A,Reporting Engine,VPN connectivity unstable
INC1000097,User unable to access VPN,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Malware,Critical,Cancelled,<function <lambda> at 0x7eb3c62986d0>,2025-03-09,Become act nice campaign country since.,Firewall System,Frontend Portal,No connectivity issues detected.
INC1000098,Printer not responding,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Database,Timeout,Critical,Closed,<function <lambda> at 0x7eb3c62986d0>,2024-04-10,Economic improve oil plan resource experience.,Database Cluster A,Reporting Engine,No connectivity issues detected.
INC1000099,Unauthorized access attempt detected,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Hardware,Printer,Low,In Progress,Cory Morton,2024-07-13,Season often art mind knowledge your it seem.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1000100,Laptop not powering on,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Hardware,Desktop,Critical,In Progress,Joshua Green,2025-01-05,Field require seem table.,Messaging Queue,General User Interface,Packet loss detected
INC1000101,password reset via password_manager_tool password manager,password reset via password_manager_tool password manager,Hardware,Laptop,Critical,Resolved,Andrea White,2025-01-17,Defense none standard cost environment.,General System,Mobile App,Intermittent network drops
INC1000102,HostName_1010(erp search_server server): erpstartsrv.exe service is down ,HostName_1010(erp search_server server): erpstartsrv.exe service is down ,Database,Connection Issue,Medium,New,Rebecca Lewis,2024-05-07,Cell paper too provide very decision.,Messaging Queue,Reporting Engine,No connectivity issues detected.
INC1000103,Printer not responding,System crashed after applying latest OS update. Issue needs rollback or fix.,Hardware,Laptop,High,In Progress,Rebecca Lewis,2024-08-09,Environmental lose south specific bring rise name.,General System,Data Warehouse,Complete network outage
INC1000104,engineering_toolkuznetsk warehouse - (company):vlan1 interface is down since at 1:13 am et on 09/22.,engineering_toolkuznetsk warehouse - (company):vlan1 interface is down since at 1:13 am et on 09/22.,Security,Phishing,High,New,Melanie Vazquez,2024-08-02,Task per treat here chance.,Messaging Queue,Access Control System,No connectivity issues detected.
INC1000105,"

received from: hjkyqecw.ixdsbwoz@gmail.com

pl provided access to folder with all rights   \\HostName_95\mtdesign\company machine manuals<file:///\\HostName_95\mtdesign\company%20machine%20manuals>.

with best ","

received from: hjkyqecw.ixdsbwoz@gmail.com

pl provided access to folder with all rights   \\HostName_95\mtdesign\company machine manuals<file:///\\HostName_95\mtdesign\company%20machine%20manuals>.

with best ",Database,Performance,Low,On Hold,<function <lambda> at 0x7eb3c62986d0>,2025-01-26,Help age himself hour card hit phone.,Messaging Queue,Reporting Engine,Packet loss detected
INC1000106,"

received from: aksthyuhath.shettythruy@company.com

hi,

below mentioned employee is unable to login ess portal. please reset the password.

emp no

name

useid

202845583

yaxmwdth xsfgitmq

vvdortddp


fyi.

[cid:image001.png@01d1f185.546032b0]

with ","

received from: aksthyuhath.shettythruy@company.com

hi,

below mentioned employee is unable to login ess portal. please reset the password.

emp no

name

useid

202845583

yaxmwdth xsfgitmq

vvdortddp


fyi.

[cid:image001.png@01d1f185.546032b0]

with ",Network,Firewall,High,Cancelled,Melinda Harris,2024-05-19,Still garden manager military nearly become.,Database Cluster A,Mobile App,High latency observed
INC1000107,Database connection timeout,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Database,Connection Issue,Medium,In Progress,Charles Stevens,2024-04-26,Lose base forget decade.,Database Cluster A,Mobile App,Packet loss detected
INC1000108,Printer not responding,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Network,Switch,Low,New,Steven Sawyer MD,2024-06-24,Everything film less management mission others magazine.,Database Cluster A,Frontend Portal,No connectivity issues detected.
INC1000109,Unauthorized access attempt detected,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Email,High,New,William Rodgers,2024-05-05,Owner somebody open range job Congress.,Authentication Server,Mobile App,No connectivity issues detected.
INC1000110,System crash after update,System crashed after applying latest OS update. Issue needs rollback or fix.,Hardware,Laptop,High,New,Steven Sawyer MD,2024-07-15,Industry message street.,Messaging Queue,Reporting Engine,Complete network outage
INC1000111,System crash after update,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Security,Policy Violation,Low,Cancelled,Andrew Henry,2024-10-21,Scene bring else tough.,Firewall System,Mobile App,No connectivity issues detected
INC1000112,Email delivery issue reported,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Security,Unauthorized Access,Medium,Closed,Jamie Ford,2024-10-06,Sister memory protect with beyond.,Authentication Server,Data Warehouse,Firewall blocking traffic
INC1000113,Laptop not powering on,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Database,Performance,Low,New,Susan Torres,2025-02-17,Issue resolved following standard procedures.,API Gateway,Data Warehouse,VPN connectivity unstable
INC1000114,Phishing email received,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Phishing,Medium,On Hold,Kimberly Valenzuela,2025-02-01,Man class activity somebody exist born.,Messaging Queue,Reporting Engine,VPN connectivity unstable
INC1000115,Database connection timeout,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Database,Connection Issue,Medium,Closed,Rebecca Lewis,2024-09-27,Decision while treat to prevent opportunity.,API Gateway,Reporting Engine,Packet loss detected
INC1000116,"melisdfysa is not included on the k-rgrtrs email list.  she is not receiving emails coming from this address.

","melisdfysa is not included on the k-rgrtrs email list.  she is not receiving emails coming from this address.

",Hardware,Printer,Critical,Cancelled,Stephen Carpenter,2025-02-22,Issue resolved following standard procedures.,Messaging Queue,Frontend Portal,Intermittent network drops
INC1000117,apac- china and apac plant have reported erp slowness,apac- china and apac plant have reported erp slowness,Network,VPN,Critical,Closed,<function <lambda> at 0x7eb3c62986d0>,2025-03-07,Gun blue hair discover.,Messaging Queue,Reporting Engine,Firewall blocking traffic
INC1000118,battery showing warning status ,battery showing warning status ,Software,Email,Medium,Cancelled,Alexandria Casey,2025-01-03,Crime weight not civil according tax.,Authentication Server,Frontend Portal,VPN connectivity unstable
INC1000119,Phishing email received,Application response time has significantly degraded. Users facing performance issues.,Network,Switch,High,Cancelled,Stephen Carpenter,2024-06-21,Issue resolved following standard procedures.,Authentication Server,Mobile App,High latency observed
INC1000120,Database connection timeout,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Software,Email,High,Closed,Rebecca Lewis,2024-04-04,Issue resolved following standard procedures.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1000121,Phishing email received,System crashed after applying latest OS update. Issue needs rollback or fix.,Network,Internet,Critical,New,Jamie Ford,2025-01-06,Issue resolved following standard procedures.,Messaging Queue,Frontend Portal,Complete network outage
INC1000122,System crash after update,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Software,Operating System,High,New,<function <lambda> at 0x7eb3c62986d0>,2025-01-29,Plan seem education service.,Authentication Server,General User Interface,No connectivity issues detected.
